filename,text
549b8ef4fdf99b4ffa5fa0c9_q5_c1_1672110210_47a49a62-5383-4def-aa39-12fb172e35a2,"This is Jason's Winsome and annoyed me. How do you usually react in such situations? It usually depends on how much they've annoyed me. If it's a mild annoyance and they didn't really intentionally do it, I'll just move on. I mean, there's annoyances all day long in life, so if it's just smiled, you know, maybe I'm just grouchier. I do my tolerance level, I usually just Just move on and forget about it. If it's something really really bad and they keep doing it. Well either tell him to stop or I'll just remove myself from the situation. Why do I think that is? Why I think it's because I can get over stimulated easy and I'm aware of that. So I try to look at it as is this something that is Annoying me because it's annoying really bad or because I just can't handle it right now. Or is this something that is so annoying? That something needs to be done about it because it's wrong. Like somebody just popping their gum, Over and over. And, you know, that's their thing. Then I move away. If it's something, like they're going to annoy me with their rude, comments on a daily basis and their epic, rude. I might tell them. Because that's me."
549b8ef4fdf99b4ffa5fa0c9_q6_c1_1672110437_47a49a62-5383-4def-aa39-12fb172e35a2,"Okay. We're getting start and stop so we times because I kept messing this thing up, I don't know what all you've got or how many minutes I'm at now? Basically this is a new question you got bro. Oh wow okay sorry for this this I would call this a glitch on my part medical it's okay think of situations when your worker works because we're not very organized. That is not very typical of me. I like it organized and I do projects and crafts all the time and I'll make a huge mess. Glue and paper and scissors and strings in things, you can't even identify but when that is over, so is the mess. So I keep my workspace organized because otherwise I can't find things I like to have in holders for my pins but papers can get a bit out of control because they don't have the proper Please like to put these things. There's just no, there's too many papers and not enough space. So I just kind of stack them up in little. Like this goes with this and this goes that but they're not in specific files or drawers. They're just stacked on my desk. That can sometimes get a little messy, but I wouldn't wish I had a better system. Then I wouldn't be that way because I don't like Like messes. So and why do I think it's typical me to not be messy and to stay organized for the most part is because otherwise I cannot find what I'm looking for. I get frustrated when I can't find what I'm looking for. So I don't and I don't like things dirty or scattered like some people put trash balls and wrappers, and candy, and red bulls that are half drank and they just leave them. You just leave him there like and go home, like it was nothing. Waiting for their mama to come. Pick him up, clean up after them, but my mom wouldn't clean up after me. Even she could. So that's maybe why."
5513256cfdf99b1607b1f47b_q1_c1_1671685993_750dbef7-0038-4255-ac91-0ec11e31ecd7,"Yeah, I consider my greatest strengths and weaknesses as an employee to be it around. You know? I did ocation. I really focus on a task until it's completed. I don't want to finish like prematurely I want to make sure something is followed through till the end and at the same time against a weakness could be that the idea of that persistence II want something to happen. So I Might be a little frustrated. If say I'm not able to have changes happen to certain material that I like so much. So you know, I can be focused on that instead of may be focused on other areas that might help business."
5513256cfdf99b1607b1f47b_q2_c1_1671686059_750dbef7-0038-4255-ac91-0ec11e31ecd7,"All right. How would my best friend? Describe me. Well generally, I'm someone who's easy to talk to. I have some great listening skills. I would say, my shirt, like meeting a variety of people so it, you know, they'd say I'm the open, you know, I'm definitely a risk taker. Someone who's willing to meet new people working in situations, take risks, open to new experiences and challenges. I'm somebody who have courses intelligent able to solve problems plan projects and they're just ensure that everyone's kind of on the same pace and able to get get projects done and and take care of stuff in a good manner."
5513256cfdf99b1607b1f47b_q3_c1_1671686179_750dbef7-0038-4255-ac91-0ec11e31ecd7,"All right, so thinking of situations where I've made professional decisions that could affect my status or how much money I make. Let's definitely something that I've had experience with in the past. Currently, I have a kind of side job I do and I'm always, it's always up to me. Basically, how much money I make and that situation is, I'm in sales position and well. How do I behave in situations while I make sure that I explain beyond what my role is. What I can do to solve the customers problems, what I can do as far as what I have here, how the process works and how I can get them into a situation that works for them. And again, obviously works for me as well so I can get paid. So throughout the process, I'm helpful understanding. I listen to them, I do kind of guide them in a certain direction and that's just because obviously, that's why I need you to get paid. Additionally I guess other situations that could affect my status. Yeah it's just you know for me training education perspective. Well the number of Publications in such that I can get out. It's a little hard to do right now in my current situation but that's how it is because that's the requirements for certain positions. Say if I want to apply to work in a different area they may care. What am I doing? What's my output like? And that's kind of going to be is to then evaluate me."
5513256cfdf99b1607b1f47b_q4_c1_1671686261_750dbef7-0038-4255-ac91-0ec11e31ecd7,"All right, so think of situations when I join a new team of people, how do I usually behave when I enter a new team? Well, the first thing I want to do is I want to get familiar with. What we need to do is to team. What, what challenges do, we have whatever you're doing, one of our goals and then I kind of want to see, you know, what's the makeup like, what everyone specialty. What are we like what we like to do for fun? How do we evaluate ourselves how we function together? And what things can we do? Do you know together that we might need to improve on? What, what do we do? Well, it works great and that's just because that's just kind of natural to me. So I want to just, you know, get to know people I'm around. And of course, I'm also focused on problem solving and I just want to make sure I understand where we are, and where we can go. That's just how I look at work."
5513256cfdf99b1607b1f47b_q5_c1_1671686341_750dbef7-0038-4255-ac91-0ec11e31ecd7,"Hi is the thinking of the time when someone annoyed me, I usually react in situations. And why do I think that is? Well, I tend to be someone who is not usually annoyed. You know, I may have been in the past but I've taken on a more relaxed personality and I just try not to let stuff bother me so much. So I guess there are still some situations, you'll maybe it's something as basically someone just kind of Behaving on professionally a situation. Maybe not having a time management skills and they just had to show up whenever they want to and maybe leave whenever they want to. So they don't finish serving. The customers are working with. See, I have feel frustrated because I feel like Nord. I feel like there's there's why am I here? Why am I doing what I'm doing? And again, that's just because I feel like I should be respected and valued in the situation, I feel like there should be some sort of universal respect. We all have for each other. Because we're all professionals."
5513256cfdf99b1607b1f47b_q6_c1_1671686414_750dbef7-0038-4255-ac91-0ec11e31ecd7,"All right, so think of a situation where my work or work. Space wasn't very organized. You know? This is not something that's very typical of me. I usually tend to be fairly organized in my workspace - well, I could think of as my digital workspace. So my desktop, it is fairly scattered. In some areas. I have multiple monitors so I attend that has to file from the desktop that I use. Some of them are in folders, which make logical sense. But sometimes I have icons that I have to have four different various functions. I do Do and then maybe I have some various channels that end up there may be some stuff from work out temporarily and instead of you know, allocate to certain areas I just kind of leave it where it is. Yeah. It's just you know because maybe I'm just busy with something and I maybe just don't think about organizing that really too much of a digital organizer. But certainly, I have a clean desk."
5563b68afdf99b672cca50d3_q1_c1_1673733495_285a56fa-155f-48b6-977a-b87625605efa,"generally, my greatest strengths is that employee are setting goals and achieving them. My weakness is would be Weaknesses would be over working at a point. Typically ill, try to make sure I exceed all the sales goals. So I will try to out-compete everyone and end up burning out."
5563b68afdf99b672cca50d3_q2_c1_1673733539_285a56fa-155f-48b6-977a-b87625605efa,"Generally, I would be described as loyal hard-working. I make solid plans and I stick with them until they're completed regardless of what else is going on. So typically that's usually a description. and, I will."
5563b68afdf99b672cca50d3_q3_c1_1673733635_285a56fa-155f-48b6-977a-b87625605efa,"A situations when I made professional decisions that affect my status, or how much money I made, would be situations where I was offered a promotion, pretty fairly new on the job. So basically, it was still, I was still learning but also learning a new skill. So I tended to be a little Scattered at those points. And typically, I would succeed and just work through it and generally I am really good at what I do. But those situations can make it very difficult and I think that is because the anxiety associated with it."
5563b68afdf99b672cca50d3_q4_c1_1673733707_285a56fa-155f-48b6-977a-b87625605efa,"Situations, where I joined a new team of people. Usually just observe and try to see. Who actually knows what they're talking about. Who doesn't, who's pretending who's not was good at what they do, things like that. Just trying to learn personalities and things of that nature of those new team members think that is because usually guarded and want to make sure we personally know who could be trusted who not. And I think that is due to years of experience."
5563b68afdf99b672cca50d3_q5_c1_1673733755_285a56fa-155f-48b6-977a-b87625605efa,"I situations in the workplace that have annoyed me in the past would be people that are bragging about skills that they don't really have. They'll go out there and say they're the best this and that but when they're actually, Doing the job function. They don't really have those skills. There's a lot of people like that in sales and I think that is they're trying to overcompensate from their failings or make people believe they're good. So they're not observed on the job. So typically, I I'm annoyed by those type of people."
5563b68afdf99b672cca50d3_q6_c1_1673733804_285a56fa-155f-48b6-977a-b87625605efa,"Situations for my work or my workspace is not very organized. Would be when there's a deadline student to meet, paperwork could be on the desk and then the work might not be organized, because I'm scrambling to get everything done at that last minute, especially if a new task was put upon me. Think that is because I'm focusing on getting it done, not what my surroundings are. So that definitely typically I can. Tend to be disorganized in that manner."
558a327cfdf99b2d75651681_q1_c1_1671679246_d5f339af-feda-4792-b88d-4272d56fb2d6,"Think I would consider my greatest strengths as an employee is that I'm very detailed and very thorough. I always am asking questions and I always want to double check and make sure that we're doing the right things for the business. I think those traits in general come through and all of my actions and how I approach things, how I interact With customers and I also definitely try to make sure that I bring my best to each customer interaction. I want to make sure that the customer is satisfied. Many years ago, I worked in fast food. And while that's certainly not the most glamorous job I understand. And I think that's where I learned the importance of make the customer satisfied, give them an experience where they leave pleased and happy. And I've carried that through to my entire Career with regard to my general weaknesses. They think. I probably sometimes maybe tend to over communicate, I just in general probably as I described earlier as being somebody who's very thorough. I sometimes tend to communicate in ways that I think maybe You know, may not necessarily benefit my co-workers and teammates. So that's something I've been actively working on. I've been trying to make sure that I am much more succinct and how I interact with them and just try to be more direct and to the point"
558a327cfdf99b2d75651681_q2_c1_1671679358_d5f339af-feda-4792-b88d-4272d56fb2d6,"Think my best friend would probably describe me as being very active, very committed towards goals. And also, for probably being very playful and humorous at times, I tend to go running a lot with my best friend that gives us an opportunity to chat about Things in our lives, when we do go running, we tend to be very committed towards a goal. And even if we're not necessarily having our best day physically, we we always find a way to make it to the to the end of the the route that we've committed to run to and then as I said I think my best friend would also describe me as being very playful. And, and looking for humor and just the day-to-day things in life. So a lot when we're out running, a lot of times, I'll see very humorous things that I point out to all more will be talking about sports and we'll talk about something humorous that happened in a sporting event. So I think that would definitely be a way that that he would also describe me. And then I think you would also probably describe me as just being somebody. D that is knowledgeable and stays very committed overall with what's happening in the world these days."
558a327cfdf99b2d75651681_q3_c1_1671679501_d5f339af-feda-4792-b88d-4272d56fb2d6,"At work. I've had to make professional decisions that definitely could or have affected my status and potential earning income. I've made specifically career decisions in terms of what areas of the business do I want to focus in and that has certainly impacted the amount of money that I could. Make. And then even within my job on a day-to-day basis, I've had to make decisions. With regard to whether we move forward with new products, whether we move new products into the next phase of their life cycle development. And every one of those decisions could definitely impact my status if the decision turns out bad, or if the products not ready, or if some of my stakeholders, don't agree, then that definitely impacts my status. Definitely does. Not make me look good necessarily with those individuals and then obviously it has a domino effect on my career. So I potentially might not be considered for an annual bonus. I might find my performance rating goes down and as a result, I would also get less compensation. So probably on a monthly basis. I get involved in professional. Decisions that could potentially have the effect on either my status or how much money I make as part of my career."
558a327cfdf99b2d75651681_q4_c1_1671679643_d5f339af-feda-4792-b88d-4272d56fb2d6,"When I enter a new team, I definitely take an approach of wanting to observe and process as much of the current Team Dynamics, and the personalities of the individuals involved on the team. Although, at the same time, I definitely don't want to be perceived as as being quiet or shy and in that regard as well. So in those new team environment side, Definitely try to really try and understand what's my role over the next couple months while I'm a new member of the team and where do I fit in? What's my, where am I kind of in the hierarchy of the other members on the team and where can I best contribute? But at the same point, not antagonize or or get off on the wrong foot with the other members of my team. And I also try to ask a lot of questions, just in general, I'm very inquisitive, I think, the way I learn is by asking questions in a sort of back-and-forth manner with other individuals. And so, when I enter the new team, I like to find those opportunities to ask questions to have back and forth, dialogue, maybe not within the context of the larger team. Because I know not everybody likes to Listen in and that type of environment. But I will definitely find Opportunities where maybe I can pull somebody to the side, maybe go out and have lunch with somebody and be able to ask a lot more detailed questions to better, understand the project and to understand the team and just to make myself more experienced. Because eventually as other people leave the team, I will find myself in a position where I will, then be one of the more audience members of the team and I want to be prepared at that point."
558a327cfdf99b2d75651681_q5_c1_1671679760_d5f339af-feda-4792-b88d-4272d56fb2d6,"I've had a number of situations at work where individuals have annoyed me. It's usually individuals that are intentionally trying to get involved in responsibilities that are outside their scope. A lot of times I'll describe it is staying within one's Lane as if you're like a you're you're swimming and Competition and you are expected to stay within your lane and I'll find sometimes, you know, people violate that, they'll step into areas that are definitely well outside their scope. And and as, and as a result that will will tend to be annoying, because we're already busy enough as it is at work, we have a lot of responsibilities on the plate. We have to keep things moving forward. And just like any member of the team, we want to make sure everybody's playing the right position and just like with the sports team, if somebody is playing out of position, you know, as an example, if the if the the quarterback is playing on the offensive line, then you're having to impacts on the team. One is the quarterback isn't necessarily utilizing their skill and likewise the the quarterback is probably not being very effective on the offensive line so I like to get in in situations where everybody's playing the right roles and that's I think the best way to avoid creating an annoyance within the team"
558a327cfdf99b2d75651681_q6_c1_1671679874_d5f339af-feda-4792-b88d-4272d56fb2d6,"I think maybe the situation that I can think of where my work or workspace is not very, organized is usually the first day that I start working on my annual income tax return. I tend to find that my a lot of items have piled up on my desk and I find that even before I can really begin on trying to work the income tax return itself. If I find that one of the things I have to do is just take several hours and organize myself kind of go through, get things organized. Make sure that all the all the paper gets filed into its proper folder. Make sure that all the items that I don't need are thrown away or recycled and I think by going through that process I tend to kind of get very organized at that point. I sort of know where everything is and And then at that point I can begin getting very focused on the activity at hand. So I mean I would say that that situation with income tax is probably similar whenever I have any sort of a big project of having to go through numbers or go through multiple documents and trying to organize and put things together. And I would say that my typical response is to just kind of take Take those first couple hours, get myself organized, disposed of all the, the non necessary items and then that tends to get my mind very focused and ready on the task at hand."
55a44167fdf99b12b371c88c_q1_c1_1673356406_61f0762f-dc48-4ae0-a3f5-854b7117641a,"I feel that my greatest strength tend to be that I overcommit you could say or that I fully commit to the job process and what is required of me. Like I'm often one of the few employees to stay behind, you know when it that's required of management required by management of me. And I often find myself like in the office, doing more speaking to my manager, making sure that for example tax returns are being filed, legitimately that the names and addresses are correct and just highlighting things that maybe aren't problems at the moment, but could be problems in the future. I guess you could say. That is also a great weakness of mine that I could. In some sense do too much, make too much work or potentially cause something to be raised as an issue that isn't actually an issue but it's just something that I don't know that we have or that I'm not aware of our procedures for handling. So I guess that I am a little bit seles. But you have to admire my heart."
55a44167fdf99b12b371c88c_q2_c1_1673356695_61f0762f-dc48-4ae0-a3f5-854b7117641a,"Well just thinking about from the last few conversations I had with Simon maybe a day. Maybe a week ago, mostly just over the last day. He say that I'm very self-possessed and very stubborn. Not necessarily that I'm headed out that I'm delicious or that. I have a bad intent in terms of like the work that we do together but that I run off the world with like my own idea of what I think is necessarily like good for the art that I do. And that this idea doesn't necessarily connect with the art, people want to see. Though he did Definitely describe me as diligent. He always says, like you definitely improving very quickly maybe too much, maybe you could maybe take a break. My kind of thing. I think all the straights are very positive for management personally, but as your decision,"
55a44167fdf99b12b371c88c_q3_c1_1673357005_61f0762f-dc48-4ae0-a3f5-854b7117641a,"I think in those decisions I typically make just the most self sparing pin. You could say honest but mainly just self sparing choices that I could make. For example, in my work is a tax accountant. Occasionally, I'll get clients that they seem to really really really want someone who can give off the most professional in the most. Delicate demeanor in terms of tax code that they could want someone that they can sort of just say an acronym. That's at some point mentioned in the tax code, an acronym that stands for a concept. that's I don't know, maybe in one page of the tax code, some in that they want someone that could essentially just fire back with them with, considering REI t-- what you're going to want to do is not necessarily deduct, for instance, the entire value of everything that you've bought for your business, but you're going to want to Make sure to account for deprecation so on and so forth. What I typically do is just transfer those clients out towards our most professional and are obviously, or most experienced tax professionals rather than me. I just rather not attempt to attack attempt. To give off the to give off a false impression of how much expertise I have. Just for the sake of having another client and making more money rather than be with someone who may be most comfortable with discussing peculiarities of their taxes."
55a44167fdf99b12b371c88c_q4_c1_1673357216_61f0762f-dc48-4ae0-a3f5-854b7117641a,"well, you can say I'm shy but what I the way I tend to think of that is that I'm more respectful of other people's time than my own When I'm just entering within a new group of people that I work with, I just sent her in my mind, the fact that they wouldn't choose to communicate or to socialize with me outside of the working environment. The reason that were there specifically is to work together, And that, you know, they don't need necessarily new friends in their life. They need someone whom they can work with well. So, the thing that I tend to do is I keep my conversations pertinent to like, what I'm working on or what they're working on, I greet them. Still ask them how they're doing if there's anything I can do to help. But the main trick or the main thing that I do, when I'm meeting a new group of co-workers is that like I buy them like a box of donuts or something, just like a small little chokey that they can have. That isn't necessarily like the biggest thing in the world, like, it's not like, I'm trying to be memorable over me, just buying them box of donuts. It's just that, you know, They might like something nice to eat while they're doing work. Otherwise like, I make sure the coffee pot is full. And I just stay under their Lane. Why I do that is well just it's just functional respect. I know that they don't want to necessarily socialize me to grieve with me. You were not there to like make new friends. What? Kind of just there to do or thing? So we can go home and socialize with the people we choose to be with"
55a44167fdf99b12b371c88c_q5_c1_1673357372_61f0762f-dc48-4ae0-a3f5-854b7117641a,"Typically when someone's trying to specifically bother you while you're working, it's not that they want you specifically to suffer. But more that they have a need that they're pretty sure that you can't fulfill And the way that I normally handled that is I just go to someone else. I mean, I was never particularly liked in depth with the tax code, I hadn't worked with taxes for that long, but when I do, for example, get a call where client is just going to hittin acronym in the middle of the call and acronym for something that is very marginal. in terms of the, in terms of the tax code, but specifically for me, marginal, in terms of me, being aware of what that acronym is, and being able to just go, okay, REI t-- Revenue investment, no Revenue, e investment something, I'm pretty sure that's like a type of financial instrument or tax vehicle. I don't know, at the moment, I don't work there anymore, but the point is I see the broader point of what they're trying to indicate being that you don't know the beauty, how to handle my tax situation. And I just go For example, hey can I transfer you out to another one of our more experienced tax professionals? So I wasn't able to help you with your specific needs but I would like you to be able to be the someone who can and who you're comfortable working with. And again, I just think that's a function of me being relatively respectful towards other people's needs. I don't take things personally."
55a44167fdf99b12b371c88c_q6_c1_1673357522_61f0762f-dc48-4ae0-a3f5-854b7117641a,"I don't think I've ever gone into a workspace. That was an organized. It's not necessarily that I've organized every workspace. I've been in I mean I do some of those clerical functions of like a job. But I haven't often been in, non organized work spaces, and they've generally stayed organized for as long as I've been there. It's not like I do a whole bunch of cleaning in. It's not like I make or make organizing things. A focus of the work that I do for people. But I'm very capable of respecting the organization that exists at my workspace and working with. Why do I think that's typical of me? To be honest, I'm just aware of the fact that like, my needs don't in any way supersede. The needs of other people that I'm working with, like, relatively small, in terms of skill, relatively low to the ground. I understand that other people that I work with are probably a bit more capable of what they're doing than I am. And I just try to stay out of their way to make sure that the things that they need to do their jobs. Or setup. I have occasionally been the one to organize things or been the one to set like an organization schema down, but it's more in terms of like data storage. Like in terms of making sure that files have a specific naming scheme in the full, I'm sorry files. And the folders for those files are in like, obviously, like demarcated places and it's relatively easy to find them. Should anyone leave them? Again, that's a function of respect."
55b1add5fdf99b6731f04c5a_q1_c1_1671654877_286800e3-4db4-4d2c-bc9b-03d182559dbc,"My greatest strength is the fact that I am always on time, I'm always ready to work and was ready to work until the job gets done. Weaknesses are sometimes I'll tend to do a lot of work until I feel burned out instead of taking the time to do a little at a time."
55b1add5fdf99b6731f04c5a_q2_c1_1671654921_286800e3-4db4-4d2c-bc9b-03d182559dbc,"Generally, I'm sorry, I do have a family and I do spend the time with them, but I find it important for me to spend time by myself inside of reflection. And my best friend would say that maybe friends for more than 20 years. And periodically, we stopped talking and she doesn't take it offensively. She just knows it means that I need some time for myself."
55b1add5fdf99b6731f04c5a_q3_c1_1671654984_286800e3-4db4-4d2c-bc9b-03d182559dbc,"Where we, I'm nervous when it comes to situations that can affect my status and how much money I make. I know these days. It's almost like the value of a dollar. It's not what it was so everyone's like scrambling. So high, everyone's trying to get the same. I do also feel like Status means everything and a society like we live in. So I think if I was in that situation I would be extremely nervous because I'll be afraid of like ruining my entire reputation or my own personal image as a whole."
55b1add5fdf99b6731f04c5a_q4_c1_1671655041_286800e3-4db4-4d2c-bc9b-03d182559dbc,"I tend to be very observant when it comes to joining a new team. I'll take my time to observe CL 1, egg, interact with the group. What everyone brings to the group was lacking in the group, how I can help. I feel like I'm very adaptable and what I like to do is observe sit back and see what the team needs and then I stepped in and come exactly what they need."
55b1add5fdf99b6731f04c5a_q5_c1_1671655100_286800e3-4db4-4d2c-bc9b-03d182559dbc,"I can honestly say when I feel annoyed by people, I tend to do mantras meditation in my head, I don't want it to affect the way the packing towards someone especially in a business situation. Like, it was someone that's annoying me, whether it be subordinate, or was it be someone higher authority? I don't want them to feel like, I'm shutting them out. I want to don't want them to feel like I'm being rude. And I want to expect from still professional incapable getting the job done. And so, what I do is, like I said, meditate too much as in my head and try my best to Hash it out inside because I know if I lash out, it could mean trouble for me professionally."
55b1add5fdf99b6731f04c5a_q6_c1_1671655162_286800e3-4db4-4d2c-bc9b-03d182559dbc,"It's a very middle of more than one project at a time. And one of my old jobs, my desk was not very organized only because every single time I would like to finish a batch of work and I will start doing something else while started working on a different project. Some will bring more paperwork to my desk and I was like, okay, I have to find a way to organize this to get this done more efficiently. So every minute like my desk was like, a tornado, a typhoon through it but I managed to organize it. Try to do my best to organize it because it will make the job happen faster. I can't say, I was always a success was I wanted to be but I tried my best."
